number,name,notice,count,measure,additive,allergen,cal,protein,fat,carbohydrates,salt
"18371","からし菜からし炒め","4℃以下で保存して下さい。 ","","(１食当たり)","保存料（アルコール）、pH調整剤　調味料(アミノ酸等)　酵素","小麦","22.8","1.819","0.470","3.692","0.39"
"18372","チンジャオロース(肉なし)","4℃以下で保存して下さい。 ","","(１食当たり)","pH調整剤　調味料(アミノ酸等)　酵素","小麦","19.2","0.911","0.363","3.685","1.27"
"18373","みそ汁（人参・大根葉）","4℃以下で保存して下さい。 ","","(１食当たり)","","","5.4","0.260","0.040","1.170","0.02"
"18374","チキンカツ60","4℃以下で保存して下さい。 ","","(１食当たり)","","","121.8","6.900","4.920","11.820","0.72"
"18375","キャベツの卵とじ","4℃以下で保存して下さい。 ","","(１食当たり)","保存料（アルコール）","卵・小麦","75.2","3.917","2.282","10.225","0.92"
"18376","豚肉とキャベツのたまごとじ","4℃以下で保存して下さい。 ","","(１食当たり)","保存料（アルコール）、pH調整剤　調味料(アミノ酸等)　酵素","卵・小麦","219.5","9.235","16.362","7.129","0.90"
"18377","ナムル","4℃以下で保存して下さい。 ","","(１食当たり)","保存料（アルコール）、還元澱粉分解物","乳成分・小麦","44.6","1.754","3.032","3.108","0.41"
"18378","野菜のソース炒め","4℃以下で保存して下さい。 ","","(１食当たり)","","","44.6","0.666","2.135","6.191","0.91"
"18379","そうめん（椎茸煮物）","4℃以下で保存して下さい。 ","","(１食当たり)","保存料（アルコール）","小麦","3.3","0.184","0.002","0.662","0.27"
"18380","ほうれんそうピーナツ和え","4℃以下で保存して下さい。 ","","(１食当たり)","酸化防止剤（ビタミンE）、還元澱粉分解物","乳成分・小麦・落花生","39.7","2.237","2.388","3.080","0.51"
"18381","ブロッコリーとコーンの塩コショウ","4℃以下で保存して下さい。 ","","(１食当たり)","","","9.8","1.262","0.145","1.582","0.40"
"18382","味噌だれチキン","4℃以下で保存して下さい。 ","","(１食当たり)","","小麦","79.4","4.620","3.780","6.720","0.86"
"18383","みそ汁（水菜・大根）","4℃以下で保存して下さい。 ","","(１食当たり)","","","5.3","0.370","0.015","1.170","0.02"
"18384","冷やし中華(かにかま)","4℃以下で保存して下さい。 ","","(１食当たり)","","","10.8","1.230","0.015","1.440","0.27"
"18385","ポトフ風(肉なし)","4℃以下で保存して下さい。 ","","(１食当たり)","還元澱粉分解物","乳成分・小麦","31.9","0.985","0.206","8.041","0.31"
"18386","小松菜の辛子和え","4℃以下で保存して下さい。 ","","(１食当たり)","保存料（アルコール）","小麦","15.9","1.062","0.079","3.167","0.64"
"18387","スクランブルエッグ","4℃以下で保存して下さい。 ","","(１食当たり)","還元澱粉分解物","卵・乳成分・小麦","59.6","1.965","4.647","2.544","0.23"
"18388","鶏のてりやき（3個）","4℃以下で保存して下さい。 ","","(１食当たり)","","小麦","181.4","9.660","9.324","14.784","1.55"
"18389","大根のそぼろ煮","4℃以下で保存して下さい。 ","","(１食当たり)","保存料（アルコール）、還元澱粉分解物","乳成分・小麦","56.4","3.381","3.251","4.252","0.40"
"18390","味噌煮　（さば）","4℃以下で保存して下さい。 ","","(１食当たり)","保存料（アルコール）","小麦","159.5","13.183","10.295","6.875","1.02"
"18391","ひじきの炒め煮","4℃以下で保存して下さい。 ","","(１食当たり)","保存料（アルコール）、還元澱粉分解物","乳成分・小麦","34.2","1.664","2.010","3.148","0.40"
"18392","紅白なます","4℃以下で保存して下さい。 ","","(１食当たり)","保存料（アルコール）、還元澱粉分解物","乳成分・小麦","31.8","0.473","0.545","6.597","0.16"
"18393","ほうれんそう胡麻和え","4℃以下で保存して下さい。 ","","(１食当たり)","還元澱粉分解物","乳成分・小麦","33.8","1.910","1.922","2.946","0.44"
"18394","春菊お浸し","4℃以下で保存して下さい。 ","","(１食当たり)","保存料（アルコール）","小麦","8.1","0.168","0.015","1.846","0.28"
"18395","茄子の炒め煮","4℃以下で保存して下さい。 ","","(１食当たり)","保存料（アルコール）","小麦","37.1","0.789","2.042","4.861","0.50"
"18396","かぶの酢の物(昆布無)","4℃以下で保存して下さい。 ","","(１食当たり)","保存料（アルコール）","小麦","17.4","0.154","0.011","3.978","0.19"
"18397","ごぼう甘辛炒め","4℃以下で保存して下さい。 ","","(１食当たり)","保存料（アルコール）、pH調整剤　乳化剤　酸味料、還元澱粉分解物","乳成分・小麦","42.5","0.892","0.750","9.371","0.64"
"18398","キャベツと人参和風スパゲティ炒め","4℃以下で保存して下さい。 ","","(１食当たり)","","小麦","48.4","1.487","0.742","8.713","0.32"
"18399","オムレツ(40g)","4℃以下で保存して下さい。 ","","(１食当たり)","","卵","39.6","3.280","1.720","2.760","0.44"
"18400","ピーマンの炒め物","4℃以下で保存して下さい。 ","","(１食当たり)","保存料（アルコール）","小麦","23.8","0.662","0.100","5.851","0.30"
"18401","ビーフン鶏ガラ炒め","4℃以下で保存して下さい。 ","","(１食当たり)","","","37.2","0.741","0.692","7.374","0.03"
"18402","じゃがいも鶏ガラ和え","4℃以下で保存して下さい。 ","","(１食当たり)","保存料（アルコール）","","32.6","0.999","0.059","9.515","0.00"
"18403","キャベツボイル","4℃以下で保存して下さい。 ","","(１食当たり)","","","9.1","0.400","0.090","2.250","0.01"
"18404","小松菜の炒め物","4℃以下で保存して下さい。 ","","(１食当たり)","保存料（アルコール）","小麦","20.2","1.062","1.308","1.690","0.35"
"18405","いんげん和え物","4℃以下で保存して下さい。 ","","(１食当たり)","","","21.1","0.869","1.099","2.675","0.49"
"18406","鶏肉のオイスター炒め","4℃以下で保存して下さい。 ","","(１食当たり)","保存料（アルコール）、pH調整剤　調味料(アミノ酸等)　酵素","小麦","182.4","11.801","11.571","9.322","1.54"
"18407","春雨の炒め物","4℃以下で保存して下さい。 ","","(１食当たり)","保存料（アルコール）","小麦","57.1","0.282","1.693","10.369","0.20"
"18408","みそ汁（かまぼこ）","4℃以下で保存して下さい。 ","","(１食当たり)","","","8.7","0.800","0.010","1.360","0.36"
"18409","豚肉とごぼうのしぐれ煮( 生姜無）","4℃以下で保存して下さい。 ","","(１食当たり)","pH調整剤　乳化剤　酸味料、保存料、還元澱粉分解物、pH調整剤　調味料(アミノ酸等)　酵素","小麦","295.0","11.093","23.487","12.932","1.20"
"18410","スパゲッティ(ﾅﾎﾟﾘﾀﾝ)（肉無）","4℃以下で保存して下さい。 ","","(１食当たり)","還元澱粉分解物","","20.2","0.571","0.934","3.066","0.27"
"18411","みそ汁（キャベツ・玉ねぎ）","4℃以下で保存して下さい。 ","","(１食当たり)","","","5.5","0.197","0.036","1.328","0.00"
"18412","大根のそぼろ煮（肉なし）","4℃以下で保存して下さい。 ","","(１食当たり)","保存料（アルコール）","小麦","22.0","0.803","0.235","4.669","0.51"
"18413","カリフラワーピーナツ和え","4℃以下で保存して下さい。 ","","(１食当たり)","酸化防止剤（ビタミンE）","小麦・落花生","23.9","0.606","1.891","1.119","0.31"
"18414","ブロッコリー和風炒め","4℃以下で保存して下さい。 ","","(１食当たり)","","","26.2","2.109","1.059","3.472","0.45"
"18415","オムレツ40g (2個）","4℃以下で保存して下さい。 ","","(１食当たり)","","卵","79.2","6.560","3.440","5.520","0.88"
"18416","ポトフ(じゃがいも)50g ","4℃以下で保存して下さい。 ","","(１食当たり)","保存料（アルコール）","小麦","44.7","1.148","0.051","12.157","0.75"
"18417","赤ピーマンとキャベツの焼肉風","4℃以下で保存して下さい。 ","","(１食当たり)","","小麦","67.1","1.939","0.403","15.350","1.37"
"18418","水菜と大根の煮浸し","4℃以下で保存して下さい。 ","","(１食当たり)","保存料（アルコール）","小麦","24.9","1.164","0.041","5.632","0.62"
"18419","白菜お浸し","4℃以下で保存して下さい。 ","","(１食当たり)","保存料（アルコール）","小麦","19.5","0.774","0.061","4.386","0.54"
"18420","チンゲン菜鶏ガラ炒め","4℃以下で保存して下さい。 ","","(１食当たり)","保存料（アルコール）","","28.5","1.294","1.971","1.968","0.34"
"18421","みそ汁具（キャベツ・油揚げ）","4℃以下で保存して下さい。 ","","(１食当たり)","","","22.3","1.337","1.531","1.003","0.00"
"18422","みそ汁（チンゲン菜・人参）","4℃以下で保存して下さい。 ","","(１食当たり)","","","4.1","0.199","0.031","1.016","0.03"
"18423","人参のきんぴら","4℃以下で保存して下さい。 ","","(１食当たり)","保存料（アルコール）","小麦","35.4","1.003","1.107","6.135","0.68"
"18424","竹輪とほうれん草の炒め物","4℃以下で保存して下さい。 ","","(１食当たり)","保存料（アルコール）、還元澱粉分解物","乳成分・小麦","47.4","2.309","2.197","5.125","0.76"
"18425","みそ汁（玉ねぎ・人参）","4℃以下で保存して下さい。 ","","(１食当たり)","","","6.0","0.160","0.025","1.505","0.01"
"18426","ポークシチュー風（肉なし）","4℃以下で保存して下さい。 ","","(１食当たり)","","乳成分・小麦","157.9","3.308","5.073","27.238","2.08"
"18427","ほうれん草とちくわの炒め物","4℃以下で保存して下さい。 ","","(１食当たり)","","","26.3","1.834","1.066","2.975","0.72"
"18428","みそ汁（巻き麩）","4℃以下で保存して下さい。 ","","(１食当たり)","","小麦","8.2","0.522","0.054","1.296","0.01"
"18429","みそ汁（さつまいも）","4℃以下で保存して下さい。 ","","(１食当たり)","","","21.4","0.204","0.034","5.423","0.00"
"18430","豆腐ハンバーグ(肉入り)2個","4℃以下で保存して下さい。 ","","(１食当たり)","","卵・乳成分・小麦","150.6","6.300","10.800","7.020","1.20"
"18431","ブロッコリーの辛子和え","4℃以下で保存して下さい。 ","","(１食当たり)","","","36.7","3.718","0.860","5.649","0.59"
"18432","みそ汁（ほうれん草）","4℃以下で保存して下さい。 ","","(１食当たり)","","","2.2","0.290","0.030","0.340","0.03"
"18433","みそ汁（じゃがいも・なす）","4℃以下で保存して下さい。 ","","(１食当たり)","","","14.8","0.305","0.875","1.825","0.00"
"18434","みそ汁具（小松菜、あげ）","4℃以下で保存して下さい。 ","","(１食当たり)","","","21.0","1.415","1.510","0.625","0.00"
"18435","ブロッコリーの炒め物","4℃以下で保存して下さい。 ","","(１食当たり)","","","20.6","2.217","0.848","2.727","0.31"
"18436","カリフラワー炒め","4℃以下で保存して下さい。 ","","(１食当たり)","","","23.8","1.718","0.817","3.651","0.34"
"18437","竹輪とほうれん草のごま和え","4℃以下で保存して下さい。 ","","(１食当たり)","","小麦","42.9","2.369","2.040","4.260","0.60"
"18438","じゃがいも煮物","4℃以下で保存して下さい。 ","","(１食当たり)","保存料（アルコール）","小麦","49.3","1.085","0.063","11.230","0.42"
"18439","みそ汁（キャベツ）","4℃以下で保存して下さい。 ","","(１食当たり)","","","2.9","0.135","0.030","0.690","0.00"
"18440","お吸い物（菜の花）","4℃以下で保存して下さい。 ","","(１食当たり)","","","3.6","0.611","0.013","0.559","0.00"
"18441","大根葉と竹輪煮物","4℃以下で保存して下さい。 ","","(１食当たり)","保存料（アルコール）、還元澱粉分解物","小麦","23.2","1.237","0.250","4.712","0.61"
"18442","豆腐と野菜の中華炒め(肉なし）","4℃以下で保存して下さい。 ","","(１食当たり)","","小麦","109.5","8.056","5.606","8.983","1.45"
"18443","煮びたし(ほうれん草・あげ)","4℃以下で保存して下さい。 ","","(１食当たり)","保存料（アルコール）","小麦","35.4","2.495","1.620","3.323","0.44"
"18444","キャベツ煮びたし","4℃以下で保存して下さい。 ","","(１食当たり)","保存料（アルコール）、還元澱粉分解物","小麦","37.4","1.735","1.586","4.784","0.48"
"18445","みそ汁具（キャベツ・ほうれん草）","4℃以下で保存して下さい。 ","","(１食当たり)","","","4.0","0.280","0.045","0.860","0.02"
"18446","小松菜と油揚げの炒め煮","4℃以下で保存して下さい。 ","","(１食当たり)","保存料（アルコール）","小麦","36.5","1.860","1.842","3.704","0.45"
"18447","大根とちくわの炒め物","4℃以下で保存して下さい。 ","","(１食当たり)","","","21.9","1.110","1.254","2.138","0.48"
"18448","水菜煮物","4℃以下で保存して下さい。 ","","(１食当たり)","保存料（アルコール）","小麦","22.5","1.102","0.043","5.040","0.53"
"18449","もやしのからし和え","4℃以下で保存して下さい。 ","","(１食当たり)","","","24.6","1.764","0.481","4.015","0.83"
"18450","みそ汁（大根・ほうれんそう）","4℃以下で保存して下さい。 ","","(１食当たり)","","","3.7","0.397","0.039","0.667","0.04"
"18451","ブロッコリー","4℃以下で保存して下さい。 ","","(１食当たり)","","","10.2","1.326","0.136","1.768","0.00"
"18452","野菜炒め","4℃以下で保存して下さい。 ","","(１食当たり)","","","16.7","0.784","0.858","2.225","0.40"
"18453","菜の花の辛子和え","4℃以下で保存して下さい。 ","","(１食当たり)","","","22.1","2.485","0.326","3.317","0.50"
"18454","みそ汁具（キャベツ・油揚げ）","4℃以下で保存して下さい。 ","","(１食当たり)","","","22.3","1.337","1.531","1.003","0.00"
"18455","チンゲン辛子あえ","4℃以下で保存して下さい。 ","","(１食当たり)","","","19.0","1.165","0.358","3.476","0.57"
"18456","みそ汁（じゃがいも・油揚げ）","4℃以下で保存して下さい。 ","","(１食当たり)","","","28.9","1.481","1.512","3.116","0.00"
"18457","菜の花のナムル(肉なし)","4℃以下で保存して下さい。 ","","(１食当たり)","保存料（アルコール）","小麦","27.9","1.683","1.353","2.957","0.49"
"18458","かきあげ(1個)","4℃以下で保存して下さい。 ","","(１食当たり)","","","98.0","2.200","4.050","13.200","0.50"
"18459","みそ汁（かまぼこ・人参）","4℃以下で保存して下さい。 ","","(１食当たり)","","","10.8","0.856","0.024","1.934","0.37"
"18460","みそ汁（人参、なす）","4℃以下で保存して下さい。 ","","(１食当たり)","","","13.3","0.273","0.886","1.617","0.01"
"18461","青梗菜コンソメ炒め","4℃以下で保存して下さい。 ","","(１食当たり)","還元澱粉分解物","乳成分・小麦","15.0","0.649","0.594","2.111","0.57"
"18462","じゃがマガオムレツ(2個)","4℃以下で保存して下さい。 ","","(１食当たり)","","卵","72.0","4.400","3.200","5.840","0.50"
"18463","こんにゃく煮物","4℃以下で保存して下さい。 ","","(１食当たり)","保存料（アルコール）","小麦","14.7","0.286","0.002","3.648","0.60"
"18464","キャベツゆかり和え","4℃以下で保存して下さい。 ","","(１食当たり)","","","10.5","0.461","0.103","2.470","0.49"
"18465","大根葉の生姜醤油和え","4℃以下で保存して下さい。 ","","(１食当たり)","保存料（アルコール）","小麦","22.9","1.055","0.096","5.008","0.61"
"18466","みそ汁（なす）","4℃以下で保存して下さい。 ","","(１食当たり)","","","9.5","0.195","0.754","0.819","0.00"
"18467","小松菜和え物","4℃以下で保存して下さい。 ","","(１食当たり)","保存料（アルコール）","小麦","25.8","0.811","0.046","6.055","0.80"
"18468","里芋の胡麻和え","4℃以下で保存して下さい。 ","","(１食当たり)","","小麦","51.4","1.601","0.775","9.763","0.34"
"18469","大根ゆかり和え","4℃以下で保存して下さい。 ","","(１食当たり)","","","9.5","0.288","0.019","2.608","0.72"
"18470","こふき芋(3個)","4℃以下で保存して下さい。 ","","(１食当たり)","","","23.6","0.723","0.040","6.925","0.39"
"18471","青梗菜炒め物","4℃以下で保存して下さい。 ","","(１食当たり)","保存料（アルコール）","小麦","42.9","0.633","2.049","5.870","0.94"
"18472","菜の花の炒め物","4℃以下で保存して下さい。 ","","(１食当たり)","保存料（アルコール）、還元澱粉分解物","小麦","24.7","1.785","1.075","2.846","0.36"
"18473","野菜ソテー","4℃以下で保存して下さい。 ","","(１食当たり)","","","18.1","0.395","1.091","2.282","0.40"
"18474","いんげんと揚げの煮物","4℃以下で保存して下さい。 ","","(１食当たり)","保存料（アルコール）","小麦","31.5","1.615","1.237","4.035","0.43"
"18475","大根葉炒め物","4℃以下で保存して下さい。 ","","(１食当たり)","","","17.4","0.836","1.090","1.675","0.50"
"18476","みそ汁（人参・大根葉）","4℃以下で保存して下さい。 ","","(１食当たり)","","","4.7","0.260","0.040","1.170","0.02"
"18477","お好み焼き(1個)","4℃以下で保存して下さい。 ","","(１食当たり)","","卵・小麦","21.9","0.870","0.540","3.330","0.06"
"18478","ジャーマンポテト(肉なし)","4℃以下で保存して下さい。 ","","(１食当たり)","","小麦","26.1","0.777","0.087","7.341","0.37"
"18479","白身天ぷら(2個)","4℃以下で保存して下さい。 ","","(１食当たり)","","","200.8","6.480","14.080","8.460","0.12"
"18480","白身天ぷら(1個)","4℃以下で保存して下さい。 ","","(１食当たり)","","","56.1","3.240","2.040","4.230","0.06"
"18481","じゃがマガオムレツ(1個)","4℃以下で保存して下さい。 ","","(１食当たり)","","卵","36.0","2.200","1.600","2.920","0.25"
"18482","ラーメン具(小松菜)","4℃以下で保存して下さい。 ","","(１食当たり)","","","7.1","0.728","0.050","1.566","0.00"
"18483","釜飯の具（肉なし）","4℃以下で保存して下さい。 ","","(１食当たり)","保存料（アルコール）","小麦","43.3","1.721","1.795","5.952","0.92"
"18484","もやし油炒め","4℃以下で保存して下さい。 ","","(１食当たり)","","","18.0","1.508","1.209","1.194","0.42"
"18485","味噌汁具（からし菜・人参）","4℃以下で保存して下さい。 ","","(１食当たり)","","","7.5","0.808","0.032","1.469","0.05"
"18486","目玉風オムレツ","4℃以下で保存して下さい。","","(１食当たり)","","卵・乳成分","27.2","2.84","0.48","2.72","0.52"
"18487","目玉風オムレツ
","4℃以下で保存して下さい。 ","","(１食当たり)","","卵・乳成分","27.2","2.840","0.480","2.720","0.52"
"18488","キャベツ和え物","4℃以下で保存して下さい。 ","","(１食当たり)","","","16.6","0.409","0.904","2.301","0.41"
"18489","五目豆腐炒め物(肉・きのこ無し）","4℃以下で保存して下さい。 ","","(１食当たり)","","","26.4","1.632","1.395","2.382","0.44"
"18490","玉葱ケチャップソース(肉なし）","4℃以下で保存して下さい。 ","","(１食当たり)","pH調整剤　調味料(アミノ酸等)　酵素","","47.2","0.823","1.874","7.661","0.87"
"18491","卵の炒め物","4℃以下で保存して下さい。 ","","(１食当たり)","保存料（アルコール）、pH調整剤　調味料(アミノ酸等)　酵素","卵・乳成分・小麦","94.7","3.009","6.328","7.188","1.43"
"18492","鶏肉と野菜塩こしょう炒め","4℃以下で保存して下さい。 ","","(１食当たり)","pH調整剤　調味料(アミノ酸等)　酵素","","237.0","17.128","18.322","3.298","1.43"
"18493","プレーンオムレツ(60g)","4℃以下で保存して下さい。 ","","(１食当たり)","","卵","75.6","4.260","4.440","4.620","0.42"
"18494","厚揚げとピーマン煮","4℃以下で保存して下さい。 ","","(１食当たり)","保存料（アルコール）","小麦","83.5","4.045","5.007","5.469","0.49"
"18495","大根煮物(輪切り)2個","4℃以下で保存して下さい。 ","","(１食当たり)","保存料（アルコール）","小麦","37.7","0.693","0.002","8.984","0.88"
"18496","春菊からしあえ","4℃以下で保存して下さい。 ","","(１食当たり)","","小麦","39.7","2.406","1.751","4.720","0.87"
"18497","茄子と枝豆の生姜煮","4℃以下で保存して下さい。 ","","(１食当たり)","保存料（アルコール）","小麦","19.3","1.068","0.350","3.519","0.35"
"18498","大豆ミートのハンバーグ","4℃以下で保存して下さい。 ","","(１食当たり)","","小麦","90.4","7.200","2.880","10.000","0.96"
"18499","味噌汁具（からし菜・人参）","4℃以下で保存して下さい。 ","","(１食当たり)","","","7.5","0.808","0.032","1.469","0.05"
"18500","和風あん","4℃以下で保存して下さい。 ","","(１食当たり)","保存料（アルコール）","小麦","20.4","0.298","0.002","4.750","0.67"
"18501","白菜煮びたし","4℃以下で保存して下さい。 ","","(１食当たり)","保存料（アルコール）","小麦","29.2","1.395","1.037","3.833","0.60"
"18502","えびぷりっとカツ","4℃以下で保存して下さい。 ","","(１食当たり)","","小麦・えび","168.1","5.000","10.850","12.650","0.40"
"18503","里芋くるみ和え(ツナ無し）","4℃以下で保存して下さい。 ","","(１食当たり)","","小麦","48.9","1.327","1.036","9.017","0.29"
"18504","治部煮(肉なし)","4℃以下で保存して下さい。 ","","(１食当たり)","保存料（アルコール）、pH調整剤　調味料(アミノ酸等)","小麦","107.8","6.405","3.553","14.062","1.39"
"18505","茄子ケチャップソース(肉なし)","4℃以下で保存して下さい。 ","","(１食当たり)","","","59.1","0.659","1.073","12.678","0.42"
"18506","小松菜の煮物","4℃以下で保存して下さい。 ","","(１食当たり)","保存料（アルコール）","小麦","22.4","0.889","0.049","4.717","0.63"
"18507","大根葉とちくわの炒め物","4℃以下で保存して下さい。 ","","(１食当たり)","","","19.8","0.999","1.129","1.925","0.44"
"18508","ロールキャベツ煮物(2個)","4℃以下で保存して下さい。 ","","(１食当たり)","保存料（アルコール）","小麦","79.9","2.676","3.761","9.568","0.65"
"18509","水菜とあげの煮浸し","4℃以下で保存して下さい。 ","","(１食当たり)","保存料（アルコール）","小麦","38.0","2.453","1.402","4.662","0.49"
"18510","ラーメン具（キャベツ）","4℃以下で保存して下さい。 ","","(１食当たり)","","","4.8","0.225","0.050","1.150","0.00"
"18511","もやしの中華炒め","4℃以下で保存して下さい。 ","","(１食当たり)","","","18.5","1.587","1.240","1.212","0.00"
"18512","煮込み大豆ミートハンバーグ","4℃以下で保存して下さい。 ","","(１食当たり)","pH調整剤　調味料(アミノ酸等)","小麦","110.7","7.589","3.472","13.339","1.46"
"18513","豆腐ステーキ(2個)","4℃以下で保存して下さい。 ","","(１食当たり)","","卵","136.0","5.280","10.320","5.120","1.04"
"18514","トマトソース煮込み(大豆ハンバーグ)","4℃以下で保存して下さい。 ","","(１食当たり)","pH調整剤　調味料(アミノ酸等)","小麦","110.7","7.589","3.472","13.339","1.46"
"18515","味噌汁具（水菜・人参）","4℃以下で保存して下さい。 ","","(１食当たり)","","","4.6","0.337","0.024","1.058","0.02"
"18516","小松菜ピーナツ和え","4℃以下で保存して下さい。 ","","(１食当たり)","酸化防止剤（ビタミンE）","小麦・落花生","25.4","1.176","1.549","2.189","0.29"
"18517","厚揚げとかぶの煮物","4℃以下で保存して下さい。 ","","(１食当たり)","保存料（アルコール）、pH調整剤　調味料(アミノ酸等)","小麦","168.7","4.656","10.518","13.762","1.67"
"18518","豆腐ステーキ","4℃以下で保存して下さい。 ","","(１食当たり)","","卵","102.0","3.960","7.740","3.840","0.78"
"18519","オムレツ（プレーン）1個","4℃以下で保存して下さい。 ","","(１食当たり)","","卵・小麦","39.0","3.030","2.460","1.170","0.24"
"18520","オムレツ（プレーン）2個","4℃以下で保存して下さい。 ","","(１食当たり)","","卵・小麦","78.0","6.060","4.920","2.340","0.48"
"18521","玉葱ケチャップ炒め(肉なし)","4℃以下で保存して下さい。 ","","(１食当たり)","pH調整剤　調味料(アミノ酸等)","","48.5","0.866","1.907","7.875","0.89"
"18522","いんげん和え物","4℃以下で保存して下さい。 ","","(１食当たり)","","","21.3","0.839","1.099","2.756","0.49"
"18523","胡麻和え（春菊）","4℃以下で保存して下さい。 ","","(１食当たり)","","乳成分・小麦","34.3","1.574","2.088","3.156","0.38"
"18524","あんかけ麺の具（肉なし）","4℃以下で保存して下さい。 ","","(１食当たり)","pH調整剤　調味料(アミノ酸等)","","50.9","2.572","1.210","8.162","1.95"
"18525","あんかけ（大根）","4℃以下で保存して下さい。 ","","(１食当たり)","保存料（アルコール）","小麦","17.2","0.575","0.020","3.894","0.44"
"18526","磯辺揚げ（ちくわ）2個","4℃以下で保存して下さい。 ","","(１食当たり)","増粘剤（加工デンプン）炭酸Ca　調味料（アミノ酸）pH調整剤、膨張剤　塩化Ca　キシロース","卵・小麦","96.9","2.072","7.372","5.600","0.39"
"18527","具（カットあげ）","4℃以下で保存して下さい。 ","","(１食当たり)","保存料（アルコール）","小麦","68.1","3.263","3.563","5.652","1.17"
"18528","具（わかめ）","4℃以下で保存して下さい。 ","","(１食当たり)","","","1.9","0.179","0.040","0.421","0.24"
"18529","アジフライ","4℃以下で保存して下さい。 ","","(１食当たり)","","小麦","184.0","7.080","11.860","11.700","0.42"
"18530","かやくごはん（海藻無し）","4℃以下で保存して下さい。 ","","(１食当たり)","","小麦","51.6","3.348","4.022","1.16","0.27"
"18531","ひじきごはん（肉無し）","4℃以下で保存して下さい。 ","","(１食当たり)","","小麦","27.8","1.474","1.794","2.508","0.41"
"18532","胡麻和え（菜の花）","4℃以下で保存して下さい。 ","","(１食当たり)","","乳成分・小麦","27.4","1.983","1.288","2.695","0.32"
"18533","鶏じゃが（たまねぎ・人参・厚揚げ）","4℃以下で保存して下さい。 ","","(１食当たり)","加工デンプン、凝固剤、保存料（アルコール）、pH調整剤　調味料(アミノ酸等)","乳成分・小麦","118","3.154","6.198","12.019","1.07"
"18534","根菜入り鶏つくね(1個)","4℃以下で保存して下さい。 ","","(１食当たり)","","卵・乳成分・小麦","39.0","2.580","1.470","3.690","0.33"
"18535","コインキャロット","4℃以下で保存して下さい。 ","","(１食当たり)","","","5.6","0.109","0.016","1.326","0.01"
"18536","キャロット(2個)","4℃以下で保存して下さい。 ","","(１食当たり)","","","5.1","0.139","0.040","1.485","0.00"
"18537","ブロッコリーの炒め物","4℃以下で保存して下さい。 ","","(１食当たり)","","","20.6","2.217","0.848","2.727","0.31"
"18538","胡麻和え（小松菜・人参）","4℃以下で保存して下さい。 ","","(１食当たり)","pH調整剤　調味料(アミノ酸等)","乳成分・小麦","23.0","1.090","0.767","3.456","0.47"
"18539","人参インゲン豚バラ巻き（3個）","4℃以下で保存して下さい。 ","","(１食当たり)","","小麦","92.9","3.240","6.480","4.698","0.05"
"18540","すし具（人参煮）","4℃以下で保存して下さい。 ","","(１食当たり)","","小麦","7.1","0.152","0.042","2.026","0.11"
"18541","カツオ節和え（小松菜）","4℃以下で保存して下さい。 ","","(１食当たり)","pH調整剤　調味料(アミノ酸等)","小麦","9.5","0.747","0.038","2.151","0.37"
"18542","具（青梗菜）","4℃以下で保存して下さい。 ","","(１食当たり)","","","5.2","0.423","0.047","1.128","0.05"
"18543","鱈の塩焼き","4℃以下で保存して下さい。 ","","(１食当たり)","","","45.0","10.740","0.240","0.000","0.61"
"18544","すきやき(肉無し）","4℃以下で保存して下さい。 ","","(１食当たり)","保存料（アルコール）、pH調整剤　調味料(アミノ酸等)","小麦","49.4","2.285","0.238","10.598","0.83"
"18545","釜飯の具(肉なし）","4℃以下で保存して下さい。 ","","(１食当たり)","保存料（アルコール）、pH調整剤　調味料(アミノ酸等)","小麦","57.9","2.555","1.282","9.327","1.18"
"18546","人参インゲン豚バラ巻(2個）","4℃以下で保存して下さい。 ","","(１食当たり)","","小麦","61.9","2.160","4.320","3.132","0.04"
"18547","胡麻和え（ブロッコリー）","4℃以下で保存して下さい。 ","","(１食当たり)","","乳成分・小麦","37.1","2.360","1.768","4.091","0.43"
"18548","塩焼きそばの具（肉無し）","4℃以下で保存して下さい。 ","","(１食当たり)","pH調整剤　調味料(アミノ酸等)","","25.9","0.656","0.904","4.693","0.44"
"18549","ミニ千草焼き","4℃以下で保存して下さい。 ","","(１食当たり)","リン酸塩(Na)、調味料（アミノ酸等）、ベーキングパウダー、着色料（カロチノイド）","卵","17.8","1.140","0.580","2.060","0.24"
"18550","肉詰ピーマン(2個）","4℃以下で保存して下さい。 ","","(１食当たり)","","卵・乳成分・小麦","51.6","3.000","1.980","5.640","0.48"
"18551","肉詰ピーマン(1個）","4℃以下で保存して下さい。 ","","(１食当たり)","","卵・乳成分・小麦","25.8","1.500","0.990","2.820","0.24"
"18552","食べるスープ（卵なし）","4℃以下で保存して下さい。 ","","(１食当たり)","","","6.8","0.031","0.015","1.599","0.18"
"18553","厚揚げ豆腐煮物(いんげん入り)","4℃以下で保存して下さい。 ","","(１食当たり)","加工デンプン、凝固剤、保存料（アルコール）","乳成分・小麦","51.8","2.254","2.502","4.990","0.69"
"18554","あんかけ（鰤）","4℃以下で保存して下さい。 ","","(１食当たり)","","","154.2","12.840","10.560","0.180","0.56"
"18555","肉詰ピーマン(1個)","4℃以下で保存して下さい。 ","","(１食当たり)","","卵・乳成分・小麦","25.8","1.500","0.990","2.820","0.24"
