number,name,notice,count,measure,additive,allergen,cal,protein,fat,carbohydrates,salt
"28177","味噌汁（油揚げ・ほうれん草）","4℃以下で保存して下さい。 ","","(１食当たり)","","","5.9","0.435","0.085","1.095","0.03"
"28178","いんげん炒め物","4℃以下で保存して下さい。 ","","(１食当たり)","","","26.4","1.474","1.124","3.135","0.59"
"28179","味噌汁（小松菜・玉ねぎ）","4℃以下で保存して下さい。 ","","(１食当たり)","","","7.8","1.040","0.070","0.970","0.16"
"28180","ナポリタン（肉なし）メイン","4℃以下で保存して下さい。 ","","(１食当たり)","","","187.7","13.400","10.319","7.011","1.27"
"28181","じゃが芋煮物","4℃以下で保存して下さい。 ","","(１食当たり)","","","79.8","13.380","2.460","0.060","2.03"
"28182","炒り鶏（肉なし）","4℃以下で保存して下さい。 ","","(１食当たり)","","","194.9","11.572","12.395","8.957","0.90"
"28183","キャベツコンソメ炒め","4℃以下で保存して下さい。 ","","(１食当たり)","","","25.2","1.290","1.735","1.115","0.00"
"28184","味噌汁（菜の花・玉ねぎ）","4℃以下で保存して下さい。 ","","(１食当たり)","","","24.6","0.585","0.155","5.570","0.02"
"28185","炒り豆腐","4℃以下で保存して下さい。 ","","(１食当たり)","","","158.4","4.240","1.360","30.720","0.32"
"28186","いんげんカニカマ和え物","4℃以下で保存して下さい。 ","","(１食当たり)","","","19.9","0.785","1.009","2.232","0.49"
"28187","白身魚コショウ焼き","4℃以下で保存して下さい。 ","","(１食当たり)","","","50.6","7.552","0.850","3.494","0.77"
"28188","チンゲン菜お浸し（はんぺん無し）","4℃以下で保存して下さい。 ","","(１食当たり)","","","32.6","1.778","1.793","2.494","0.36"
"28189","しめじのオイスター","4℃以下で保存して下さい。 ","","(１食当たり)","","","296.5","9.593","24.138","7.430","1.44"
"28190","茄子のみりん炒め","4℃以下で保存して下さい。 ","","(１食当たり)","","","52.2","0.992","3.112","4.754","0.22"
"28191","柳川もどき（肉なし）","4℃以下で保存して下さい。 ","","(１食当たり)","","卵","122.2","2.020","8.332","9.161","0.44"
"28192","味噌汁（ほうれん草・人参）","4℃以下で保存して下さい。 ","","(１食当たり)","","","23.5","1.305","1.750","0.710","0.00"
"28193","青菜と枝豆の醤油炒め","4℃以下で保存して下さい。 ","","(１食当たり)","","小麦","36.3","1.906","2.177","2.609","0.16"
"28194","いんげんきんぴら","4℃以下で保存して下さい。 ","","(１食当たり)","","小麦","29.3","0.982","0.994","4.711","0.29"
"28195","ぶりのカレー焼き","4℃以下で保存して下さい。 ","","(１食当たり)","","","156.2","12.929","10.612","0.501","0.35"
"28196","白菜辛子和え","4℃以下で保存して下さい。 ","","(１食当たり)","","","10.8","0.565","0.075","2.439","0.02"
"28197","キャベツ甘辛炒め","4℃以下で保存して下さい。 ","","(１食当たり)","","","112.8","5.254","2.488","9.236","0.98"
"28198","炒り豆腐（卵なし）","4℃以下で保存して下さい。 ","","(１食当たり)","","","76.3","3.032","1.851","12.457","1.63"
"28199","たけのこ煮物","4℃以下で保存して下さい。 ","","(１食当たり)","","","38.6","0.537","0.545","8.150","0.22"
"28200","筑前煮（肉なし）","4℃以下で保存して下さい。 ","","(１食当たり)","","","52.2","0.992","3.112","4.754","0.22"
"28201","すき焼き（肉なし）","4℃以下で保存して下さい。 ","","(１食当たり)","","","122.2","2.020","8.332","9.161","0.44"
"28202","焼き麩","4℃以下で保存して下さい。 ","","(１食当たり)","","","10.8","0.565","0.075","2.439","0.02"
"28203","そば（あげ・かまぼこ）","4℃以下で保存して下さい。 ","","(１食当たり)","","","39.3","1.417","3.273","1.239","0.65"
"28204","カリフラワーベーコン炒め","4℃以下で保存して下さい。 ","","(１食当たり)","","","38.6","0.537","0.545","8.150","0.22"
"28205","野菜ケチャップ炒め","4℃以下で保存して下さい。 ","","(１食当たり)","","","374.5","12.568","28.467","13.639","1.32"
"28206","茄子の炒めもの","4℃以下で保存して下さい。 ","","(１食当たり)","","","36.3","1.906","2.177","2.609","0.16"
"28207","三色ピーマンともやし油炒め","4℃以下で保存して下さい。 ","","(１食当たり)","","","29.3","0.982","0.994","4.711","0.29"
"28208","汁具（菜の花）","4℃以下で保存して下さい。 ","","(１食当たり)","","","10.8","0.565","0.075","2.439","0.02"
"28209","味噌汁（菜の花・かまぼこ）","4℃以下で保存して下さい。 ","","(１食当たり)","","","14.7","0.407","0.205","2.942","0.01"
"28210","きのこ丼","4℃以下で保存して下さい。 ","","(１食当たり)","","","100.4","3.452","1.287","18.857","2.39"
"28211","ごぼうの辛子和え","4℃以下で保存して下さい。 ","","(１食当たり)","","","29.3","0.982","0.994","4.711","0.29"
"28212","シェル和風炒め","4℃以下で保存して下さい。 ","","(１食当たり)","","小麦","25.8","0.742","0.700","3.891","0.11"
"28213","いんげんと大根煮物","4℃以下で保存して下さい。 ","","(１食当たり)","","小麦","18.2","0.623","0.089","4.124","0.34"
"28214","炒り鶏(椎茸なし)","4℃以下で保存して下さい。 ","","(１食当たり)","","小麦","201.3","11.627","13.333","7.268","0.90"
"28215","小松菜ボイル","4℃以下で保存して下さい。 ","","(１食当たり)","","","7.7","0.728","0.050","1.566","0.01"
"28216","さばのみりん焼き","4℃以下で保存して下さい。 ","","(１食当たり)","","小麦","154.8","12.435","10.080","1.765","0.32"
"28217","たらの煮付け","4℃以下で保存して下さい。 ","","(１食当たり)","","小麦、大豆","63.2","11.932","0.783","1.181","0.50"
"28218","もやし炒り卵（肉なし）","4℃以下で保存して下さい。 ","","(１食当たり)","","卵","22.2","1.581","1.238","1.233","0.36"
"28219","豚肉と野菜の塩こしょう炒め","4℃以下で保存して下さい。 ","","(１食当たり)","","","196.5","6.682","14.908","7.804","1.20"
"28220","野菜コロッケ　副菜","4℃以下で保存して下さい。 ","","(１食当たり)","","","34.8","0.960","0.330","7.110","0.27"
"28221","チキンカツ　","4℃以下で保存して下さい。 ","","(１食当たり)","","","85.4","6.825","6.020","0.000","0.04"
"28222","大根とちくわの煮物","4℃以下で保存して下さい。 ","","(１食当たり)","","小麦","26.8","1.597","0.295","4.604","0.55"
"28223","いも煮","4℃以下で保存して下さい。 ","","(１食当たり)","","小麦","57.2","1.473","0.062","13.249","0.62"
"28224","かきあげ30g  2個","4℃以下で保存して下さい。 ","","(１食当たり)","","","115.2","1.836","3.942","4.068","0.17"
"28225","ソース焼きそば（肉なし）","4℃以下で保存して下さい。 ","","(１食当たり)","","卵、小麦","278.1","4.856","11.010","38.487","2.17"
"28226","チンゲン菜中華炒め(肉なし)","4℃以下で保存して下さい。 ","","(１食当たり)","","","44.9","2.558","3.205","1.633","0.31"
"28227","さつまいも煮物( 刻み昆布なし)","4℃以下で保存して下さい。 ","","(１食当たり)","","小麦","44.1","1.522","1.779","5.967","0.32"
"28228","かぼちゃコロッケ","4℃以下で保存して下さい。 ","","(１食当たり)","","乳成分・小麦","192.6","4.920","6.000","29.400","0.72"
"28229","ブロッコリーとしめじのバター炒め","4℃以下で保存して下さい。 ","","(１食当たり)","","乳成分","45.1","1.912","3.665","2.426","0.58"
"28230","鶏肉甘煮","4℃以下で保存して下さい。 ","","(１食当たり)","","小麦","175.1","15.636","6.842","12.888","2.34"
"28231","竹輪煮物","4℃以下で保存して下さい。 ","","(１食当たり)","","小麦","33.0","1.740","0.251","6.094","0.75"
"28232","かぼちゃ煮物","4℃以下で保存して下さい。 ","","(１食当たり)","","小麦","32.1","0.571","0.084","7.389","0.26"
"28233","中華丼(肉なし)","4℃以下で保存して下さい。 ","","(１食当たり)","","卵","58.6","2.402","1.599","8.189","0.51"
"28234","中華丼(卵なし)","4℃以下で保存して下さい。 ","","(１食当たり)","","","173.2","6.239","12.888","6.232","0.40"
"28235","中華丼(椎茸なし)","4℃以下で保存して下さい。 ","","(１食当たり)","","卵","173.8","6.570","12.845","5.654","0.44"
"28236","紅白煮物","4℃以下で保存して下さい。 ","","(１食当たり)","","小麦","14.6","0.316","0.007","3.569","0.19"
"28237","赤魚塩焼き","4℃以下で保存して下さい。 ","","(１食当たり)","","","63.0","10.320","2.040","0.060","0.70"
"28238","つきこんきんぴら（肉なし）","4℃以下で保存して下さい。 ","","(１食当たり)","","小麦","30.7","0.710","1.023","6.412","0.37"
"28239","白菜ごま和え","4℃以下で保存して下さい。 ","","(１食当たり)","","乳成分、小麦","25.9","0.826","1.370","2.842","0.36"
"28240","みそしる（人参）","4℃以下で保存して下さい。 ","","(１食当たり)","","","1.8","0.030","0.010","0.420","0.01"
"28241","じゃが芋コンソメ炒め","4℃以下で保存して下さい。 ","","(１食当たり)","","小麦","45.7","0.975","0.703","8.971","0.43"
"28242","キャベツの生姜焼き","4℃以下で保存して下さい。 ","","(１食当たり)","","小麦","31.2","1.129","0.090","6.865","1.27"
"28243","ペンネ和風炒め","4℃以下で保存して下さい。 ","","(１食当たり)","","小麦","31.2","0.947","0.734","4.869","0.15"
"28244","けんちん汁（具) 椎茸なし","4℃以下で保存して下さい。 ","","(１食当たり)","","","9.5","0.223","0.032","2.281","0.01"
"28245","さつまあげときゃべつ炒め物","4℃以下で保存して下さい。 ","","(１食当たり)","","卵、小麦","137.1","10.700","4.357","13.877","1.91"
"28246","さつまあげときゃべつ炒め物","4℃以下で保存して下さい。 ","","(１食当たり)","","小麦","106.9","8.240","2.297","13.817","1.83"
"28247","冬瓜煮物","4℃以下で保存して下さい。 ","","(１食当たり)","","","49.5","4.100","2.150","4.050","0.55"
"28248","玉ねぎ煮物","4℃以下で保存して下さい。 ","","(１食当たり)","","","34.7","1.618","2.177","2.745","0.39"
"28249","白菜の好き煮","4℃以下で保存して下さい。 ","","(１食当たり)","","","181.9","13.214","10.295","6.137","1.05"
"28250","パイン缶詰","4℃以下で保存して下さい。 ","","(１食当たり)","","","26.9","0.128","0.032","6.496","0.00"
"28251","かぶの甘辛炒め","4℃以下で保存して下さい。 ","","(１食当たり)","","小麦","68.8","1.460","1.162","13.991","1.04"
"28252","切干大根の煮物","4℃以下で保存して下さい。 ","","(１食当たり)","","小麦","40.0","1.450","1.079","6.474","0.47"
"28253","じゃがいも中華炒め","4℃以下で保存して下さい。 ","","(１食当たり)","","","58.2","1.154","2.006","9.003","0.42"
"28254","塩コショウ炒め","4℃以下で保存して下さい。 ","","(１食当たり)","","","36.3","1.546","0.267","8.466","0.97"
"28255","和風スパゲティー","4℃以下で保存して下さい。 ","","(１食当たり)","","小麦","59.1","2.072","1.040","9.790","0.86"
"28256","ビーフシチュー（肉なし）","4℃以下で保存して下さい。 ","","(１食当たり)","","乳成分、小麦","295.5","8.623","19.438","20.098","1.06"
"28257","小松菜ソテー","4℃以下で保存して下さい。 ","","(１食当たり)","","","33.6","1.948","2.418","1.465","0.37"
"28258","からし菜の辛子和え","4℃以下で保存して下さい。 ","","(１食当たり)","","小麦","32.2","2.275","0.132","6.591","0.39"
"28259","ブロッコリーとコーン","4℃以下で保存して下さい。 ","","(１食当たり)","","","14.7","1.405","0.219","2.518","0.00"
"28260","みそ汁（人参・ほうれん草）","4℃以下で保存して下さい。 ","","(１食当たり)","","","3.3","0.243","0.021","0.688","0.02"
"28261","豆腐の野菜あんかけ","4℃以下で保存して下さい。 ","","(１食当たり)","保存料(アルコール)","小麦","104.2","6.005","3.179","12.683","1.39"
"28262","治部煮","4℃以下で保存して下さい。 ","","(１食当たり)","保存料(アルコール)","小麦","25.2","0.653","0.044","6.305","0.57"
"28263","みそ汁（やきふ）","4℃以下で保存して下さい。 ","","(１食当たり)","","","7.7","0.604","0.000","1.084","0.01"
"28264","みそしる（人参）","4℃以下で保存して下さい。 ","","(１食当たり)","","","1.8","0.030","0.010","0.420","0.01"
"28265","照り焼きハンバーグ","4℃以下で保存して下さい。 ","","(１食当たり)","保存料(アルコール)、pH調整剤　調味料(アミノ酸等)　酵素","小麦","153.4","30.538","8.240","11.342","1.14"
"28266","キャベツ人参和風スパゲティ","4℃以下で保存して下さい。 ","","(１食当たり)","","小麦","48.9","1.487","0.742","8.713","0.32"
"28267","水菜と大根煮物","4℃以下で保存して下さい。 ","","(１食当たり)","保存料(アルコール)、還元澱粉分解物","乳成分、小麦","22.1","1.168","0.044","4.981","0.54"
"28268","きんぴら（れんこん）","4℃以下で保存して下さい。 ","","(１食当たり)","保存料(アルコール)、食肉用品質改良剤製剤(酵素)","小麦","52.0","0.971","1.228","9.966","0.23"
"28269","ひじきの五目煮(肉あり)","4℃以下で保存して下さい。 ","","(１食当たり)","保存料(アルコール)","小麦","49.8","2.185","3.444","2.992","0.43"
"28270","ひじきの五目煮(肉なし)","4℃以下で保存して下さい。 ","","(１食当たり)","保存料(アルコール)","小麦","45.0","1.937","2.974","3.244","0.43"
"28271","はんぺんと小松菜煮物","4℃以下で保存して下さい。 ","","(１食当たり)","保存料(アルコール)","卵、小麦","26.8","2.156","0.181","4.521","0.65"
"28272","つきこんの白和え","4℃以下で保存して下さい。 ","","(１食当たり)","保存料(アルコール)","小麦","54.9","2.906","2.712","4.844","0.43"
"28273","大根の煮物","4℃以下で保存して下さい。 ","","(１食当たり)","保存料(アルコール)","小麦","33.7","0.892","1.301","4.698","0.49"
"28274","五目ちらし(椎茸なし)","4℃以下で保存して下さい。 ","","(１食当たり)","保存料(アルコール)","小麦","44.1","2.504","0.625","7.339","1.01"
